template,rouge1,rougeL,fre
few_shot.txt,0.319045,0.22463,50.25519913234611
instruction_based.txt,0.34132500000000005,0.22929999999999998,59.14711654334405
pattern_based.txt,0.3174,0.21893833333333335,57.953851725182965
target_audience.txt,0.29613,0.20271666666666668,55.4347765675288
zero_shot.txt,0.2995466666666667,0.21272833333333332,53.88047091082207
